Gene	Symbol	nTx	tTx	Score	Sign
56672	C11orf17	uc001mgy.2	uc001mgz.2	0	Nothing
56899	ANKS1B	uc001tge.1	uc001tgj.2	0	Nothing
56912	IFT46	uc001pto.1	uc001ptp.1	0	Nothing
56937	PMEPA1	uc002xyq.2	uc002xys.2	0	Nothing
56943	ENY2	uc003ynd.2	uc003ync.2	0	Nothing
56971	CEACAM19	uc002ozp.3	uc002ozo.3	0	Nothing
57085	AGTRAP	uc001asv.2	uc001asx.2	0	Nothing
57085	AGTRAP	uc001asw.2	uc001asx.2	0	Nothing
57129	MRPL47	uc003fjz.2	uc003fka.2	0	Nothing
57130	ATP13A1	uc002nng.2	uc002nne.2	0	Nothing
57157	PHTF2	uc003ugq.3	uc003ugr.3	0	Nothing
57159	TRIM54	uc002rjo.2	uc002rjn.2	0	Nothing
5716	PSMD10	uc004enq.1	uc004enp.1	0	Nothing
57224	NHSL1	uc003qhx.2	uc011edp.1	0	Nothing
5733	PTGER3	uc001dfp.1	uc001dfq.2	0	Nothing
57447	NDRG2	uc001vyy.2	uc001vyw.2	0	Nothing
57449	PLEKHG5	uc010nzr.1	uc001anl.1	0	Nothing
57452	GALNTL1	uc010aqu.1	uc001xla.1	0	Nothing
57466	SFRS15	uc002ype.2	uc010glu.2	0	Nothing
57476	GRAMD1B	uc010rzx.1	uc001pyx.2	0	Nothing
57484	RNF150	uc010iok.1	uc003iio.1	0	Nothing
57489	ODF2L	uc001dlm.1	uc001dll.1	0	Nothing
57489	ODF2L	uc001dlm.1	uc001dlo.2	0	Nothing
57489	ODF2L	uc001dlo.2	uc010osg.1	0	Nothing
57502	NLGN4X	uc004crp.2	uc010ndh.2	0	Nothing
57693	ZNF317	uc002mku.2	uc002mky.2	0	Nothing
57708	MIER1	uc001ddj.1	uc009way.2	0	Nothing
57708	MIER1	uc001ddj.1	uc010opg.1	0	Nothing
57758	SCUBE2	uc001mhh.1	uc001mhj.1	0	Nothing
5800	PTPRO	uc001rcw.1	uc001rcx.1	0	Nothing
581	BAX	uc002plk.2	uc002plf.1	0	Nothing
581	BAX	uc002plk.2	uc002plm.2	0	Nothing
5830	PEX5	uc001qsu.2	uc010sgc.1	0	Nothing
5830	PEX5	uc001qsw.2	uc001qsu.2	0	Nothing
5833	PCYT2	uc002kcf.1	uc002kch.1	0	Nothing
58497	PRUNE	uc001ewh.1	uc001ewk.1	0	Nothing
58497	PRUNE	uc001ewk.1	uc001ewj.1	0	Nothing
5909	RAP1GAP	uc001bey.2	uc001bew.2	0	Nothing
5914	RARA	uc002hun.1	uc002hul.3	0	Nothing
59352	LGR6	uc001gxv.2	uc001gxw.2	0	Nothing
5936	RBM4	uc001oiy.1	uc009yrk.2	0	Nothing
5999	RGS4	uc009wuy.2	uc009wuz.2	0	Nothing
6001	RGS10	uc001leg.2	uc001lef.2	0	Nothing
60491	NIF3L1	uc002uwp.2	uc002uwl.2	0	Nothing
60592	SCOC	uc003iif.2	uc011chf.1	0	Nothing
60592	SCOC	uc011che.1	uc003iig.2	0	Nothing
6096	RORB	uc004aji.2	uc004ajh.2	0	Nothing
6158	RPL28	uc010yga.1	uc002qkv.2	0	Nothing
6324	SCN1B	uc002nxp.2	uc002nxo.1	0	Nothing
634	CEACAM1	uc002otv.2	uc010eij.2	0	Nothing
6387	CXCL12	uc001jbi.2	uc001jbh.2	0	Nothing
6391	SDHC	uc001gah.2	uc001gag.2	0	Nothing
63924	CIDEC	uc003btq.2	uc003bts.2	0	Nothing
63979	FIGNL1	uc003tpe.2	uc003tpb.2	0	Nothing
64077	LHPP	uc001lhs.1	uc001lht.1	0	Nothing
64175	LEPRE1	uc001chv.2	uc001chx.3	0	Nothing
6418	SET	uc011mbj.1	uc004bvt.3	0	Nothing
64231	MS4A6A	uc001not.2	uc001nor.2	0	Nothing
64236	PDLIM2	uc003xby.2	uc003xca.2	0	Nothing
6430	SFRS5	uc001xlp.2	uc001xlq.2	0	Nothing
6433	SFRS8	uc001uja.1	uc010tbn.1	0	Nothing
64393	ZMAT3	uc003fjg.2	uc010hxa.2	0	Nothing
64393	ZMAT3	uc010hxa.2	uc003fjg.2	0	Nothing
64400	AKTIP	uc002ehm.2	uc002ehk.2	0	Nothing
64400	AKTIP	uc002ehm.2	uc002ehl.2	0	Nothing
6447	SCG5	uc001zgz.2	uc001zha.2	0	Nothing
64577	ALDH8A1	uc003qew.2	uc003qex.2	0	Nothing
64699	TMPRSS3	uc002zbc.2	uc002zaz.2	0	Nothing
64699	TMPRSS3	uc002zbc.2	uc002zbd.2	0	Nothing
64699	TMPRSS3	uc002zbd.2	uc002zaz.2	0	Nothing
64744	SMAP2	uc001cfj.2	uc001cfk.2	0	Nothing
64769	MEAF6	uc001cbh.1	uc001cbg.1	0	Nothing
64792	RABL5	uc003uyl.2	uc003uym.2	0	Nothing
64927	TTC23	uc002buz.2	uc002bux.2	0	Nothing
6493	SIM2	uc002yvr.2	uc002yvq.2	0	Nothing
64963	MRPS11	uc002bml.2	uc002bmm.2	0	Nothing
6510	SLC1A5	uc002pfs.2	uc010xyh.1	0	Nothing
65988	ZNF747	uc002dyn.2	uc002dyo.1	0	Nothing
6601	SMARCC2	uc001skb.2	uc001ska.2	0	Nothing
6613	SUMO2	uc002jne.2	uc002jnf.2	0	Nothing
6625	SNRNP70	uc002pmk.2	uc002pmi.1	0	Nothing
6692	SPINT1	uc001zna.2	uc001znb.2	0	Nothing
6757	SSX2	uc004dqz.1	uc004dqy.1	0	Nothing
6812	STXBP1	uc004brl.2	uc004brk.2	0	Nothing
6818	SULT1A3	uc002dtb.2	uc010vdp.1	0	Nothing
6829	SUPT5H	uc002olo.3	uc002olq.3	0	Nothing
6850	SYK	uc004arb.2	uc004arc.2	0	Nothing
6853	SYN1	uc004did.2	uc004die.2	0	Nothing
6863	TAC1	uc003uop.3	uc003uos.3	0	Nothing
6867	TACC1	uc003xlz.2	uc003xmf.3	0	Nothing
6891	TAP2	uc003ocb.1	uc003occ.2	0	Nothing
689	BTF3	uc003kcq.1	uc003kcr.1	0	Nothing
6907	TBL1X	uc010ndq.2	uc010ndr.2	0	Nothing
6935	ZEB1	uc001ivu.3	uc001ivv.3	0	Nothing
6949	TCOF1	uc011dch.1	uc003lsa.2	0	Nothing
7026	NR2F2	uc010uri.1	uc010urk.1	0	Nothing
7029	TFDP2	uc011bnf.1	uc011bng.1	0	Nothing
7067	THRA	uc002htw.2	uc002htx.2	0	Nothing
7161	TP73	uc010nzk.1	uc001akp.2	0	Nothing
7164	TPD52L1	uc003pzz.1	uc003pzw.1	0	Nothing
7165	TPD52L2	uc002yhc.2	uc011abl.1	0	Nothing
7168	TPM1	uc002alk.2	uc002alh.2	0	Nothing
7170	TPM3	uc001fea.1	uc001fec.1	0	Nothing
7173	TPO	uc002qwr.2	uc002qwu.2	0	Nothing
7185	TRAF1	uc010mvl.1	uc011lyg.1	0	Nothing
7247	TSN	uc002tnl.2	uc010yze.1	0	Nothing
728656	DMRTC1B	uc004ebb.2	uc010nlm.2	0	Nothing
7307	U2AF1	uc002zdb.1	uc002zcz.1	0	Nothing
7307	U2AF1	uc002zdb.1	uc002zda.1	0	Nothing
7375	USP4	uc003cwq.2	uc003cwr.2	0	Nothing
7423	VEGFB	uc001nyw.2	uc001nyx.2	0	Nothing
7499	XG	uc011mhg.1	uc004cqp.2	0	Nothing
7518	XRCC4	uc003kib.2	uc003kic.2	0	Nothing
753	C18orf1	uc002ksa.2	uc002ksi.1	0	Nothing
7544	ZFY	uc004fqj.2	uc011nan.1	0	Nothing
7567	ZNF19	uc002fak.1	uc002fam.1	0	Nothing
7675	ZNF121	uc010xkp.1	uc010dwt.2	0	Nothing
7753	ZNF202	uc001pzf.1	uc001pzc.1	0	Nothing
7786	MAP3K12	uc001sdm.1	uc001sdn.1	0	Nothing
780	DDR1	uc003nrs.2	uc003nrt.2	0	Nothing
780	DDR1	uc003nrs.2	uc010jse.2	0	Nothing
7827	NPHS2	uc001gmq.3	uc009wxi.2	0	Nothing
783	CACNB2	uc001ipz.2	uc001ipr.2	0	Nothing
7849	PAX8	uc010yxt.1	uc002tjm.2	0	Nothing
7849	PAX8	uc010yxu.1	uc002tjn.2	0	Nothing
7881	KCNAB1	uc003fat.2	uc003far.2	0	Nothing
78989	COLEC11	uc010ewp.2	uc002qyb.2	0	Nothing
78989	COLEC11	uc010ewp.2	uc002qyc.2	0	Nothing
79007	DBNDD1	uc002fqf.1	uc002fqe.1	0	Nothing
79027	ZNF655	uc003urc.2	uc010lfz.2	0	Nothing
79133	C20orf7	uc002wom.2	uc002won.2	0	Nothing
79145	CHCHD7	uc003xsu.2	uc003xsx.2	0	Nothing
79145	CHCHD7	uc003xsv.2	uc003xsw.2	0	Nothing
79145	CHCHD7	uc003xsv.2	uc003xsx.2	0	Nothing
79145	CHCHD7	uc003xsx.2	uc003xsu.2	0	Nothing
79145	CHCHD7	uc003xsx.2	uc003xsv.2	0	Nothing
79175	ZNF343	uc002wge.1	uc002wgd.1	0	Nothing
79178	THTPA	uc001wkg.3	uc001wki.3	0	Nothing
79178	THTPA	uc001wki.3	uc001wkg.3	0	Nothing
79446	WDR25	uc001yhn.2	uc001yho.2	0	Nothing
7957	EPM2A	uc003qku.2	uc010khr.2	0	Nothing
7957	EPM2A	uc003qkw.2	uc010khr.2	0	Nothing
79583	TMEM231	uc002fel.2	uc002fek.2	0	Nothing
79608	RIC3	uc001mgc.2	uc001mgd.2	0	Nothing
79676	OGFOD2	uc001uea.1	uc001uds.1	0	Nothing
79676	OGFOD2	uc001uea.1	uc001udu.1	0	Nothing
79684	C11orf61	uc001qba.1	uc001qay.1	0	Nothing
79698	ZMAT4	uc003xnr.2	uc003xns.2	0	Nothing
79701	C17orf101	uc002ket.1	uc002keu.1	0	Nothing
79717	PPCS	uc001chl.2	uc001chk.2	0	Nothing
79723	SUV39H2	uc001inh.2	uc001ing.2	0	Nothing
79745	CLIP4	uc002rmv.2	uc002rmu.2	0	Nothing
79798	ARMC5	uc002ecc.2	uc002eca.3	0	Nothing
79816	TLE6	uc002lwt.2	uc002lwu.2	0	Nothing
79899	PRR5L	uc001mwp.2	uc010rfc.1	0	Nothing
79930	DOK3	uc003mhk.2	uc003mhj.3	0	Nothing
79947	DHDDS	uc001bmk.2	uc001bmn.2	0	Nothing
79947	DHDDS	uc001bml.2	uc010ofd.1	0	Nothing
79969	C6orf134	uc003rdc.2	uc003nqr.3	0	Nothing
79971	WLS	uc001dee.2	uc001def.1	0	Nothing
79980	DSN1	uc002xga.2	uc002xgb.2	0	Nothing
79998	ANKRD53	uc002shl.3	uc002shk.3	0	Nothing
8013	NR4A3	uc004baf.1	uc004bai.2	0	Nothing
80279	CDK5RAP3	uc002imr.2	uc002ims.2	0	Nothing
80318	GKAP1	uc004amz.2	uc004amy.2	0	Nothing
80333	KCNIP4	uc003gqg.1	uc003gqf.1	0	Nothing
8045	RASSF7	uc001lqb.2	uc001lqc.2	0	Nothing
80700	UBXN6	uc002man.1	uc002mam.1	0	Nothing
80755	AARSD1	uc002icc.2	uc002icf.2	0	Nothing
80759	KHDC1	uc003pgo.2	uc003pgn.3	0	Nothing
813	CALU	uc003vnq.2	uc003vns.2	0	Nothing
81557	MAGED4B	uc004dpt.3	uc004dpv.3	0	Nothing
81669	CCNL2	uc001afi.2	uc001aff.1	0	Nothing
81786	TRIM7	uc003mmx.1	uc003mmz.1	0	Nothing
81847	RNF146	uc003qav.2	uc003qaw.2	0	Nothing
81888	HYI	uc001cjm.2	uc001cjn.2	0	Nothing
81888	HYI	uc001cjm.2	uc001cjp.2	0	Nothing
81888	HYI	uc001cjo.2	uc001cjn.2	0	Nothing
81889	FAHD1	uc002cnc.1	uc010brz.2	0	Nothing
83450	LRRC48	uc002gsb.2	uc010vxc.1	0	Nothing
83478	ARHGAP24	uc003hpm.2	uc003hpl.2	0	Nothing
83638	C11orf68	uc001ogi.2	uc009yqv.2	0	Nothing
83638	C11orf68	uc009yqv.2	uc001ogi.2	0	Nothing
83641	FAM107B	uc001imy.1	uc001ina.1	0	Nothing
83715	ESPN	uc001amy.2	uc001amz.2	0	Nothing
8372	HYAL3	uc003czd.1	uc003cze.1	0	Nothing
83744	ZNF484	uc004asu.1	uc011lub.1	0	Nothing
83852	SETDB2	uc001vda.2	uc001vcz.2	0	Nothing
83876	MRO	uc002lex.3	uc010dpa.2	0	Nothing
83931	STK40	uc001cam.1	uc001can.1	0	Nothing
83985	SPNS1	uc002dsa.2	uc002dry.2	0	Nothing
83998	REG4	uc001eif.2	uc001eih.1	0	Nothing
84064	HDHD2	uc002lct.2	uc002lcs.2	0	Nothing
84067	FAM160A2	uc001mck.3	uc001mcl.3	0	Nothing
84152	PPP1R1B	uc002hrz.2	uc002hsb.2	0	Nothing
84152	PPP1R1B	uc002hrz.2	uc002hsc.2	0	Nothing
84168	ANTXR1	uc002sfg.2	uc002sfd.2	0	Nothing
841	CASP8	uc002uxw.1	uc010ftf.2	0	Nothing
84223	IQCG	uc003fyo.2	uc003fyn.2	0	Nothing
84248	FYTTD1	uc003fyi.2	uc011bui.1	0	Nothing
842	CASP9	uc001awn.2	uc001awq.2	0	Nothing
84304	NUDT22	uc001nyp.3	uc001nyq.3	0	Nothing
84305	WIBG	uc001sie.1	uc001sif.1	0	Nothing
84307	ZNF397	uc010dmp.2	uc002kyj.2	0	Nothing
84316	LSMD1	uc002giz.2	uc002gja.2	0	Nothing
84326	C16orf13	uc002chv.1	uc002cia.1	0	Nothing
84326	C16orf13	uc002chw.1	uc002chv.1	0	Nothing
84456	L3MBTL3	uc003qbt.2	uc003qbu.2	0	Nothing
84513	PPAPDC1B	uc003xlg.3	uc003xle.3	0	Nothing
84515	MCM8	uc002wmi.2	uc002wmj.2	0	Nothing
8451	CUL4A	uc010tjy.1	uc010tjx.1	0	Nothing
8463	TEAD2	uc002pnj.2	uc010yao.1	0	Nothing
84698	CAPS2	uc001sxm.3	uc001sxi.3	0	Nothing
84705	GTPBP3	uc010eas.2	uc002ngg.3	0	Nothing
84705	GTPBP3	uc010eas.2	uc010xpo.1	0	Nothing
84868	HAVCR2	uc003lwk.1	uc003lwl.2	0	Nothing
84870	RSPO3	uc003qar.2	uc003qas.1	0	Nothing
84940	CORO6	uc002hel.2	uc002hen.2	0	Nothing
84969	TOX2	uc010ggp.2	uc002xlf.3	0	Nothing
8517	IKBKG	uc004fmb.3	uc011mzr.1	0	Nothing
8517	IKBKG	uc011mzs.1	uc011mzr.1	0	Nothing
85369	FAM40A	uc001dza.1	uc001dyz.1	0	Nothing
85379	KIAA1671	uc003abn.2	uc003abl.2	0	Nothing
85395	C21orf70	uc002zgm.2	uc002zgl.2	0	Nothing
85474	LBX2	uc002slv.3	uc002slw.2	0	Nothing
85865	GTPBP10	uc003ukm.1	uc003ukn.1	0	Nothing
8622	PDE8B	uc003kfa.2	uc003kfe.2	0	Nothing
8741	TNFSF13	uc002ghj.2	uc002ghl.2	0	Nothing
8741	TNFSF13	uc002ghk.2	uc002ghl.2	0	Nothing
8751	ADAM15	uc001fgw.1	uc001fgx.1	0	Nothing
8766	RAB11A	uc010ujk.1	uc002apk.2	0	Nothing
8837	CFLAR	uc002uxb.3	uc002uxe.2	0	Nothing
8837	CFLAR	uc002uxd.3	uc002uxa.3	0	Nothing
8837	CFLAR	uc002uxd.3	uc002uxg.2	0	Nothing
883	CCBL1	uc004bwh.2	uc004bwj.2	0	Nothing
8898	MTMR2	uc001pfs.2	uc001pfu.2	0	Nothing
8905	AP1S2	uc004cxi.2	uc011mit.1	0	Nothing
8909	ENDOU	uc001rpt.1	uc010slm.1	0	Nothing
8938	BAIAP3	uc010uuz.1	uc002clk.1	0	Nothing
896	CCND3	uc003orn.2	uc003oro.2	0	Nothing
896	CCND3	uc003orn.2	uc003orp.2	0	Nothing
896	CCND3	uc003orn.2	uc011duk.1	0	Nothing
896	CCND3	uc003orp.2	uc011duk.1	0	Nothing
89876	C3orf15	uc003ede.3	uc010hqz.2	0	Nothing
89910	UBE3B	uc001toq.2	uc001ton.2	0	Nothing
90196	SYS1	uc002xnw.1	uc002xnv.2	0	Nothing
9019	MPZL1	uc001geo.2	uc001gep.2	0	Nothing
90390	MED30	uc003yoj.2	uc011lib.1	0	Nothing
90410	IFT20	uc002hav.1	uc002haw.1	0	Nothing
90417	C15orf23	uc001zll.2	uc001zlo.2	0	Nothing
9048	ARTN	uc001ckw.2	uc001cku.2	0	Nothing
9048	ARTN	uc001ckw.2	uc001ckv.2	0	Nothing
90522	YIF1B	uc002oia.2	uc010xty.1	0	Nothing
90522	YIF1B	uc002oib.2	uc002oia.2	0	Nothing
90678	LRSAM1	uc004brb.1	uc004bre.1	0	Nothing
90865	IL33	uc003zju.1	uc011lmh.1	0	Nothing
91057	CCDC34	uc001mrh.1	uc001mri.1	0	Nothing
91289	LMF2	uc003blp.2	uc003blo.2	0	Nothing
91409	CCDC74B	uc002tqn.1	uc002tqm.1	0	Nothing
9173	IL1RL1	uc002tbv.2	uc002tbu.1	0	Nothing
91862	MARVELD3	uc002fat.2	uc010cge.2	0	Nothing
919	CD247	uc001gej.3	uc001gei.3	0	Nothing
9209	LRRFIP2	uc003cgt.3	uc003cgs.3	0	Nothing
92129	RIPPLY1	uc004emr.1	uc004ems.1	0	Nothing
92292	GLYATL1	uc001nnf.2	uc001nnh.1	0	Nothing
92335	STRADA	uc010wpr.1	uc010wpq.1	0	Nothing
92344	GORAB	uc009wvx.2	uc001ghd.2	0	Nothing
92359	CRB3	uc002mez.2	uc002mfa.2	0	Nothing
9235	IL32	uc002ctn.2	uc002ctq.2	0	Nothing
9274	BCL7C	uc002dzv.2	uc002dzt.1	0	Nothing
9275	BCL7B	uc003tyf.1	uc003tyg.1	0	Nothing
9289	GPR56	uc010vht.1	uc002ema.1	0	Nothing
92979	MARCH9	uc001spy.2	uc001spx.1	0	Nothing
93058	COQ10A	uc001skq.3	uc001sko.3	0	Nothing
93099	DMKN	uc002nzk.3	uc002nzi.3	0	Nothing
93099	DMKN	uc002nzl.3	uc002oab.3	0	Nothing
93109	TMEM44	uc003fue.2	uc003fuf.2	0	Nothing
9324	HMGN3	uc003pis.2	uc003pit.2	0	Nothing
9351	SLC9A3R2	uc002cok.2	uc002coi.2	0	Nothing
9374	PPT2	uc003nzz.2	uc010jtu.1	0	Nothing
9388	LIPG	uc002ldv.2	uc002ldu.1	0	Nothing
94120	SYTL3	uc003qrr.2	uc003qrq.2	0	Nothing
9444	QKI	uc003qug.2	uc003que.2	0	Nothing
9454	HOMER3	uc002nkw.2	uc002nkv.2	0	Nothing
9456	HOMER1	uc003kfy.2	uc010jab.2	0	Nothing
9465	AKAP7	uc003qck.2	uc003qcn.1	0	Nothing
9478	CABP1	uc001tyw.2	uc001tyv.2	0	Nothing
9533	POLR1C	uc003ovn.2	uc003ovo.1	0	Nothing
953	ENTPD1	uc001klh.3	uc010qok.1	0	Nothing
9569	GTF2IRD1	uc003uaq.2	uc003uap.2	0	Nothing
9570	GOSR2	uc002ila.2	uc002iky.2	0	Nothing
9570	GOSR2	uc002ila.2	uc002ikz.2	0	Nothing
9581	PREPL	uc002ruj.1	uc002rug.2	0	Nothing
9586	CREB5	uc003szs.2	uc003szo.2	0	Nothing
960	CD44	uc001mvx.2	uc001mvy.2	0	Nothing
9615	GDA	uc004aiq.2	uc004air.2	0	Nothing
9659	PDE4DIP	uc001elx.3	uc001emh.2	0	Nothing
968	CD68	uc002ghu.2	uc002ghv.2	0	Nothing
9802	DAZAP2	uc010snf.1	uc010snc.1	0	Nothing
9806	SPOCK2	uc001jso.1	uc010qjt.1	0	Nothing
9806	SPOCK2	uc001jsp.2	uc010qjt.1	0	Nothing
993	CDC25A	uc003csh.1	uc003csi.1	0	Nothing
9941	EXOG	uc003cih.2	uc011ayq.1	0	Nothing
9958	USP15	uc001srb.1	uc001src.1	0	Nothing
9971	NR1H4	uc001tht.1	uc001ths.1	0	Nothing
6047	RNF4	uc003gfb.2	uc010icj.2	-0.00128606343606535	Coincidence
23095	KIF1B	uc001aqw.3	uc001aqv.3	-0.00190069278514413	Coincidence
56980	PRDM10	uc001qfn.2	uc001qfk.2	-0.00246416227727669	Coincidence
153129	SLC38A9	uc003jqf.2	uc003jqd.2	-0.0071380758426105	Coincidence
6185	RPN2	uc002xgp.2	uc002xgq.2	-0.010664733379426	Coincidence
10961	ERP29	uc001ttk.1	uc001ttl.1	-0.0112641959305373	Coincidence
5244	ABCB4	uc003uiw.1	uc003uix.1	-0.0117797094455494	Coincidence
2889	RAPGEF1	uc004cbc.2	uc004cbb.2	-0.0119888692077857	Coincidence
9748	SLK	uc001kxp.1	uc001kxo.1	-0.0123038657658991	Coincidence
10299	MARCH6	uc003jet.1	uc011cmv.1	-0.0125280167567813	Coincidence
79589	RNF128	uc004eml.2	uc004emk.2	-0.0134397255943993	Coincidence
3707	ITPKB	uc010pvo.1	uc001hqh.2	-0.0134823867591962	Coincidence
51652	VPS24	uc002srj.2	uc002srk.2	-0.0136468125719122	Coincidence
3416	IDE	uc001kia.2	uc010qnp.1	-0.0139678438529078	Coincidence
6949	TCOF1	uc003lry.2	uc003lsa.2	-0.014377423341448	Coincidence
80304	C2orf44	uc002rep.2	uc010eya.2	-0.0147321983920093	Coincidence
399512	SLC25A35	uc002gla.3	uc002gku.1	-0.0158211632969426	Coincidence
50717	DCAF8	uc001fvo.2	uc001fvq.3	-0.01588243882632	Coincidence
23163	GGA3	uc002jni.1	uc002jnj.1	-0.0161147386539209	Coincidence
5879	RAC1	uc003spx.2	uc003spw.2	-0.0172729448641016	Coincidence
51599	LSR	uc002nyl.2	uc002nyp.2	-0.0190775923309679	Coincidence
80342	TRAF3IP3	uc001hho.2	uc001hhn.2	-0.0193842580587855	Coincidence
5345	SERPINF2	uc002ftk.1	uc010vqr.1	-0.0220425489879137	Coincidence
22808	MRAS	uc003esi.3	uc011bmj.1	-0.0221796553978318	Coincidence
160622	GRASP	uc001rzo.1	uc001rzp.1	-0.0231884190731673	Coincidence
375484	C5orf25	uc003mds.3	uc003mdv.2	-0.0246480662196759	Coincidence
81573	ANKRD13C	uc001dex.3	uc009wbk.2	-0.0267458590934843	Coincidence
8406	SRPX	uc004ddy.1	uc004ddz.1	-0.0273649349039001	Coincidence
6455	SH3GL1	uc002maj.2	uc002mak.2	-0.0279098288690101	Coincidence
5825	ABCD3	uc001dqn.3	uc009wdr.2	-0.0283329284681694	Coincidence
57648	KIAA1522	uc010ohm.1	uc010ohn.1	-0.0288353806863931	Coincidence
25946	ZNF385A	uc001sfw.1	uc001sfy.3	-0.0303119142688391	Coincidence
476	ATP1A1	uc001ege.2	uc010oww.1	-0.0335869442838438	Coincidence
2734	GLG1	uc002fcy.3	uc002fcw.3	-0.034714981983813	Coincidence
23366	KIAA0895	uc011kaw.1	uc003tfd.2	-0.0353226751812029	Coincidence
79746	ECHDC3	uc001ikw.3	uc009xix.2	-0.0355683726077727	Coincidence
146223	CMTM4	uc002eqa.2	uc002epz.2	-0.0363355784067736	Coincidence
133619	PRRC1	uc003kuk.2	uc003kuj.3	-0.0386203968282363	Coincidence
2665	GDI2	uc001iil.3	uc001iim.3	-0.0386522703346833	Coincidence
84557	MAP1LC3A	uc002xaq.1	uc002xap.1	-0.0400703435374921	Coincidence
79710	MORC4	uc004emv.3	uc004emw.3	-0.0404591615940429	Coincidence
4205	MEF2A	uc002bvi.2	uc010bot.2	-0.0411761413427958	Coincidence
10658	CELF1	uc010rhm.1	uc001nfl.2	-0.0420136115037259	Coincidence
84961	FBXL20	uc002hrt.2	uc010cvu.2	-0.0433780830507367	Coincidence
25861	DFNB31	uc004biy.3	uc004bix.2	-0.0437868680255431	Coincidence
64225	ATL2	uc002rqq.2	uc002rqr.2	-0.0451890091798254	Coincidence
3985	LIMK2	uc003akh.2	uc003akj.2	-0.0479228029788131	Coincidence
6239	RREB1	uc003mxc.2	uc010jnx.2	-0.0491033566828365	Coincidence
55793	FAM63A	uc001ewg.2	uc001ewc.2	-0.0508482308882686	Coincidence
4057	LTF	uc003cpq.2	uc003fzr.2	-0.0546719061000082	Coincidence
84146	ZNF644	uc001dnw.2	uc001dnx.2	-0.0600019693222764	Coincidence
8623	ASMTL	uc004cpx.1	uc004cpy.1	-0.0611729410710023	Coincidence
29	ABR	uc002fsg.2	uc010vqf.1	-0.0613124068529887	Coincidence
65982	ZSCAN18	uc002qri.2	uc010yhs.1	-0.0616510613782435	Coincidence
5126	PCSK2	uc002wpm.2	uc010zrm.1	-0.0616562230937066	Coincidence
81857	MED25	uc002ppw.1	uc010ybe.1	-0.0637034602993088	Coincidence
9958	USP15	uc001src.1	uc001srb.1	-0.0642134813118003	Coincidence
6926	TBX3	uc001tvt.1	uc001tvu.1	-0.0655054432784808	Coincidence
3158	HMGCS2	uc001eid.2	uc010oxj.1	-0.0699418153701004	Coincidence
54477	PLEKHA5	uc001reb.2	uc001rdz.3	-0.0707263385199814	Coincidence
51174	TUBD1	uc002ixw.1	uc010ddi.1	-0.0709504579403859	Coincidence
1073	CFL2	uc001wsh.3	uc010tpn.1	-0.0713995904458521	Coincidence
11322	TMC6	uc002juk.2	uc002jui.1	-0.0731086027502554	Coincidence
64398	MPP5	uc001xjc.2	uc001xjd.2	-0.0741726390343727	Coincidence
28970	C11orf54	uc001peg.2	uc001pek.2	-0.075173862600856	Coincidence
9692	KIAA0391	uc001wsy.1	uc001wtc.1	-0.0786757917577511	Coincidence
54845	ESRP1	uc003ygr.3	uc003ygt.3	-0.0807041255918862	Coincidence
85442	KNDC1	uc001llz.1	uc001lma.1	-0.0827772187265182	Coincidence
1848	DUSP6	uc001tay.2	uc001taz.2	-0.0828897320552786	Coincidence
3842	TNPO1	uc003kck.3	uc003kcg.3	-0.0850401052329668	Coincidence
157922	CAMSAP1	uc004cgr.3	uc010nbg.2	-0.085996085982984	Coincidence
598	BCL2L1	uc002wwl.2	uc002wwm.2	-0.0861108440170622	Coincidence
11221	DUSP10	uc001hmy.1	uc001hmz.1	-0.0885127592111829	Coincidence
6523	SLC5A1	uc011alz.1	uc003amc.2	-0.0906278435845549	Coincidence
10643	IGF2BP3	uc003swf.2	uc003swg.2	-0.0913429887996291	Coincidence
9113	LATS1	uc003qmu.1	uc003qmw.2	-0.091423351781297	Coincidence
5499	PPP1CA	uc001okw.1	uc001okv.1	-0.0928547814695775	Coincidence
89122	TRIM4	uc003use.2	uc003usf.2	-0.0937526632494448	Coincidence
64856	VWA1	uc001afs.2	uc001afr.2	-0.0954977914539993	Coincidence
11113	CIT	uc001txi.1	uc001txj.1	-0.0958541804013918	Coincidence
153830	RNF145	uc003lxo.1	uc003lxp.2	-0.0959113330119059	Coincidence
6717	SRI	uc003ujr.1	uc003ujq.1	-0.0963661250447945	Coincidence
10605	PAIP1	uc003joa.2	uc003joc.2	-0.0967762875555973	Coincidence
1824	DSC2	uc002kwl.3	uc002kwk.3	-0.0979618829193719	Coincidence
8854	ALDH1A2	uc002aex.2	uc002aew.2	-0.0986779704947256	Coincidence
133584	EGFLAM	uc003jlg.1	uc003jlf.1	-0.0998564031893438	Coincidence
4084	MXD1	uc002sfy.2	uc010yqs.1	-0.101405001721704	Coincidence
26505	CNNM3	uc002swy.2	uc002swz.2	-0.101995820243887	Coincidence
5996	RGS1	uc001gsi.1	uc010pou.1	-0.103538214515256	Coincidence
2710	GK	uc004dci.3	uc010ngj.2	-0.103655159011944	Coincidence
80237	ELL3	uc001zsv.1	uc001zsw.1	-0.103908411631438	Coincidence
7913	DEK	uc003ncr.1	uc011djf.1	-0.106000014146939	Coincidence
3688	ITGB1	uc001iwt.3	uc001iwr.3	-0.106256153572712	Coincidence
26973	CHORDC1	uc001pdg.2	uc009yvz.2	-0.108571504679353	Coincidence
